"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (CLP)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de ROAS de resultado","CTR único (porcentaje de clics en el enlace)","Visitas a la página de destino","Artículos agregados al carrito","Pagos iniciados",Compras,"CPM (costo por mil impresiones) (CLP)","Valor de conversión de compras","Valor de conversión de compras promedio [Todas las conversiones de la atribución incremental]",Frecuencia,"Clics en el enlace","Reproducciones de video de 3 segundos","Tiempo promedio de reproducción del video","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%",ThruPlays,"CTR (porcentaje de clics en el enlace)","CTR único (todos)","CTR (todos)","CPC (costo por clic en el enlace) (CLP)"
2026-08-22,2026-08-22,"Carrusel Catalogo",active,4,actions:offsite_conversion.fb_pixel_initiate_checkout,317.25,15000,Diario,1269,531,502,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,Promedio,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",78.79432624,action_values:offsite_conversion.fb_pixel_initiate_checkout,4.183267,29,4,4,,2389.830508,,,1.057769,30,5,4,5,4,2,1,1,5.649718,4.581673,6.591337,42.3
2026-08-22,2026-08-22,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,126,36,35,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,2.857143,1,,,,3500,,,1.028571,1,2,2,2,,,,,2.777778,8.571429,8.333333,126
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,20,3,3,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,33.333333,1,,,,6666.666667,,,1,1,,1,,,,,,33.333333,33.333333,33.333333,20
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,711,195,169,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,3.550296,6,,,,3646.153846,,,1.153846,7,6,10,3,2,2,1,1,3.589744,5.325444,5.641026,101.571429
2026-08-21,2026-08-21,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo",active,2,actions:offsite_conversion.fb_pixel_initiate_checkout,6868.5,15000,Diario,13737,5838,4566,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,Promedio,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",6.95202737,action_values:offsite_conversion.fb_pixel_initiate_checkout,5.059133,284,3,2,,2353.03186,,,1.278581,313,74,3,65,23,13,8,8,5.361425,5.781866,6.577595,43.888179
2026-08-21,2026-08-21,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,717,197,177,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,5.649718,8,,,,3639.593909,,,1.112994,10,10,3,10,5,3,3,3,5.076142,6.214689,7.106599,71.7
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,1324,573,508,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.92126,27,,,,2310.645724,,,1.127953,29,24,4,11,3,3,2,7,5.061082,5.511811,6.980803,45.655172
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-21,2026-08-21,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,447,142,136,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.411765,6,,,,3147.887324,,,1.044118,6,1,8,1,,,,1,4.225352,5.147059,5.633803,74.5
2026-08-20,2026-08-20,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,1096,403,383,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.699739,17,1,,,2719.602978,,,1.052219,21,11,5,7,2,1,1,2,5.210918,5.221932,6.451613,52.190476
2026-08-20,2026-08-20,"Carrusel Catalogo",active,1,actions:offsite_conversion.fb_pixel_initiate_checkout,10287,15000,Diario,10287,3726,2996,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,"Por encima del promedio",-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.672897,141,2,1,,2760.869565,,,1.243658,169,15,4,14,5,3,3,3,4.535695,5.173565,5.448202,60.869822
2026-08-20,2026-08-20,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,2343,630,539,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,5.380334,26,,,,3719.047619,,,1.168831,31,27,5,27,20,11,8,8,4.920635,6.493506,7.301587,75.580645
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,717,171,156,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,2.564103,4,,,,4192.982456,,,1.096154,4,18,5,2,2,2,2,2,2.339181,3.205128,4.093567,179.25
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-20,2026-08-20,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-19,2026-08-19,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-19,2026-08-19,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-19,2026-08-19,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-19,2026-08-19,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-19,2026-08-19,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-19,2026-08-19,"Carrusel Catalogo 1 - Video - AGO",active,1,actions:offsite_conversion.fb_pixel_initiate_checkout,1938,15000,Diario,1938,601,521,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.798464,24,2,1,1,3224.625624,101500,101500,1.153551,28,12,5,1,1,1,,1,4.658902,5.950096,6.489185,69.214286
2026-08-19,2026-08-19,"Carrusel Catalogo 2 - Video - AGO",active,1,actions:offsite_conversion.fb_pixel_initiate_checkout,1980,15000,Diario,1980,591,526,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,6.08365,22,2,1,,3350.253807,,,1.123574,43,14,7,10,5,1,1,5,7.275804,6.844106,9.98308,46.046512
2026-08-19,2026-08-19,"Carrusel Catalogo",active,,,,15000,Diario,4527,1269,996,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,Promedio,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.819277,45,,,,3567.375887,,,1.274096,51,6,3,4,3,3,3,3,4.018913,5.522088,5.35855,88.764706
2026-08-19,2026-08-19,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,5,1,1,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,5000,,,1,,,00:00:00,,,,,,,0,0,
